PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0BOiN,r4k1r/ppp3pp/8/2b1q3/2BnP3/3P4/PP4PP/R1BQK2R w KQ - 1 16,e1g1 d4f3 g1h1 e5h2,1341,77,69,130,discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ngoQTR87#31,Nimzowitsch_Defense Nimzowitsch_Defense_Other_variations
0BV7I,3r2k1/2R2p1p/1Q2p1p1/4P3/4pP2/B2b2P1/1P4rP/3K4 w - - 10 40,c7f7 d3c2 d1c1 d8d1,1575,76,98,4424,discoveredCheck doubleCheck endgame mate mateIn2 operaMate short,https://lichess.org/slASlhFJ#79,
0CJ5Y,r3kb1r/1bq2ppp/p1np4/1p3P2/3BN3/1PP5/1P2Q1PP/R4RK1 b kq - 0 18,c6d4 e4f6 e8d8 e2e8,1756,75,96,18982,discoveredCheck doubleCheck mate mateIn2 middlegame short,https://lichess.org/wYXFAamf/black#36,Sicilian_Defense Sicilian_Defense_Other_variations
0CnQK,R3N1k1/3nBpp1/1p2p2p/3p4/1P1P4/8/6PK/1q6 b - - 4 34,g7g5 e8f6 g8g7 a8g8,1600,80,33,71,discoveredCheck doubleCheck endgame mate mateIn2 pillsburysMate short,https://lichess.org/XqSeGKD3/black#68,
0D3eZ,r1b2bk1/5p1p/3p1nP1/1q2n3/2p1P3/6Q1/PPP1N1PP/R4R1K b - - 0 21,f6h5 g6f7 g8h8 g3g8,1316,76,95,23250,advancedPawn discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/8UDR7YyZ/black#42,
0DXNY,1k5r/p1r4p/Bp1p1p1p/PQp5/2PqP3/3P3P/1P2bRP1/4R1K1 b - - 2 30,e2d3 a5b6 c7g7 b6a7 b8a8 b5c6,1638,75,94,3921,advancedPawn advantage discoveredCheck doubleCheck long middlegame queensideAttack,https://lichess.org/Wwg5pVcw/black#60,
0DogY,5Bk1/q4ppp/4p3/3p4/N7/P2n1P2/6PP/2Q4K w - - 0 30,c1c8 d3f2 h1g1 f2h3 g1f1 a7f2,1337,76,95,20388,discoveredCheck doubleCheck endgame long master mate mateIn3,https://lichess.org/MxzanJM1#59,
0EKJl,1rbqkbnr/pp2p3/3p1p2/1NpPnNBp/Q1P1P1p1/3B4/PP3PPP/R4RK1 b k - 1 14,a7a6 b5d6,1239,76,95,4275,discoveredCheck doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/aQmDzIgf/black#28,Caro-Kann_Defense Caro-Kann_Defense_Accelerated_Panov_Attack
0FknH,8/1p4k1/3p4/1NpP1p1Q/PnP1pb2/6rP/1P5K/4RBr1 w - - 2 35,h5f5 g3g2,1598,86,89,6547,blindSwineMate discoveredCheck doubleCheck master mate mateIn1 middlegame oneMove pillsburysMate,https://lichess.org/P5IM4r1T#69,
0GUZA,r5k1/1b3p2/5Q2/pB1p3p/P5q1/1NP1p1b1/1P3P2/R4RK1 w - - 0 26,f2f3 g3f2 g1h2 g4g3 h2h1 g3h3,1735,75,79,156,discoveredCheck doubleCheck exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/g16UgvyZ#51,
0H8Lp,r5k1/pp3pp1/1q3n1p/2bp1B2/N7/3QrP2/PP4PP/R3R1K1 w - - 0 19,a4b6 e3e1,1458,77,90,3209,discoveredCheck doubleCheck kingsideAttack master mate mateIn1 middlegame oneMove pillsburysMate,https://lichess.org/b3VkivYN#37,English_Opening English_Opening_Agincourt_Defense
0HEko,8/R2N2bk/2p3pp/8/P7/2p4P/1r2nPPK/8 b - - 1 30,g7d4 d7f6 h7h8 a7h7,1405,78,95,27179,arabianMate discoveredCheck doubleCheck endgame master mate mateIn2 short,https://lichess.org/b74AvJWe/black#60,
00ZEc,1r3bk1/5p2/3P1qRP/r1n1p3/ppB5/P2Q1P2/1PP5/1K6 b - - 0 35,g8h7 g6g7 h7h6 d3h7,1834,74,96,19674,discoveredCheck doubleCheck mate mateIn2 middlegame short,https://lichess.org/7IfLNNVB/black#70,
02fS6,r1b2rk1/pppp1ppp/8/8/1KBbP3/6N1/PPq4P/R1B2Q1R w - - 0 15,f1d3 a7a5 b4a3 d4c5 b2b4 a5b4,1842,79,91,530,discoveredCheck doubleCheck long mate mateIn3 middlegame,https://lichess.org/0R4lKyDK#29,Vienna_Game Vienna_Game_Stanley_Variation
03M4g,r1b2rk1/1p5N/1q2p1p1/n2pPn2/5P2/1PPBb3/1BQN2P1/2KR3R w - - 1 19,d3f5 a5b3 c1b1 a8a1 b2a1 b3d2,2117,81,81,46,advantage discoveredCheck doubleCheck exposedKing long middlegame queensideAttack,https://lichess.org/Z27649GR#37,
03Rmn,2kr3r/pp2bpp1/1q2pn2/1b5p/2B2B2/1N3P1P/PP1Q1P2/2R2RK1 b - - 0 17,d8d2 c4e6 c8d8 c1c8,1925,77,91,1494,discoveredCheck doubleCheck mate mateIn2 middlegame operaMate queensideAttack short,https://lichess.org/UPkf6KvG/black#34,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
05CzU,r1b3k1/p2p1R1p/1p4pB/1P6/2Bbq3/8/P5PP/2R4K b - - 0 27,c8b7 f7f8,1844,115,77,137,discoveredCheck doubleCheck mate mateIn1 middlegame oneMove operaMate pillsburysMate,https://lichess.org/vKLuf1YB/black#54,
07uFw,r1bqr1k1/ppp2pb1/2n3Q1/3Np1p1/2B1P3/P7/1PPP1PP1/R1B1K2R b KQ - 0 12,f7g6 d5e7 g8f8 e7g6,2021,77,93,980,discoveredCheck doubleCheck kingsideAttack master mate mateIn2 opening short,https://lichess.org/RQu2IwcD/black#24,Three_Knights_Opening Three_Knights_Opening_Steinitz_Defense
08N44,4r2k/pp5p/1bp3pB/2n1p1N1/2b1P3/P4P2/1P3KPP/R6R w - - 3 21,a1d1 c5e4 f2e1 b6f2,1856,80,88,1536,discoveredCheck doubleCheck mate mateIn2 middlegame short,https://lichess.org/p0h0gLKc#41,
08QBB,2Q5/3P1bk1/p7/1p6/8/P3P3/5PP1/1qn3K1 w - - 1 48,d7d8q c1e2 g1h2 b1g1 h2h3 g1h1 h3g4 h1h5,1988,76,95,2723,discoveredCheck doubleCheck endgame mate mateIn4 veryLong,https://lichess.org/UtRtiNae#95,
08ars,r3r1k1/5p2/pq1b3Q/1pn1P1N1/P1p5/7P/1P3PP1/n3R1K1 b - - 2 28,a8a7 h6h7 g8f8 h7h8 f8e7 e5d6,1993,82,39,46,advantage discoveredCheck doubleCheck kingsideAttack long middlegame,https://lichess.org/YTli5uO7/black#56,
0A8qq,r2qkb1r/pp1n1B2/2pQ3p/4P1pn/6b1/2N2NP1/PPP5/R1B2RK1 b - - 4 15,e8f7 f3g5 f7g7 f1f7 g7g8 d6g6 h5g7 f7g7 f8g7 g6f7,2297,78,93,1011,clearance discoveredCheck doubleCheck exposedKing mate mateIn5 middlegame veryLong,https://lichess.org/2ZpEwe05/black#30,Vienna_Game Vienna_Game_Other_variations
0ARH6,r1b1qknN/pppnbppp/8/3N3Q/3P1p2/8/PPP3PP/R1B1KB1R w KQ - 3 13,d5c7 e7h4 e1d2 e8e3 d2d1 e3e1,2165,88,91,1001,discoveredCheck doubleCheck exposedKing long mate mateIn3 opening,https://lichess.org/iOBL0hZT#25,Vienna_Game Vienna_Game_Vienna_Gambit
0Azbr,2Q5/6pk/2p5/3q3p/1P5P/P4nP1/5PK1/5R2 w - - 1 38,c8e8 f3e1 g2g1 d5g2,1960,75,91,505,discoveredCheck doubleCheck endgame mate mateIn2 short,https://lichess.org/VLW8PmxZ#75,
0BJQ6,1b2r1k1/1R3ppp/p7/4n3/1P3rP1/P2K4/B1Q5/7R w - - 13 42,d3e3 e5c4 e3d3 e8e3,2340,89,92,5191,discoveredCheck doubleCheck mate mateIn2 middlegame short,https://lichess.org/siE6BfkH#83,
0BquU,r1b2rk1/2qn2pp/1p2pn2/pP1p2N1/P1p5/B1P5/3PBbPP/RN1QR1K1 w - - 0 14,g1f2 f6g4 f2g1 c7h2,1882,79,93,3239,discoveredCheck doubleCheck mate mateIn2 opening short,https://lichess.org/5Med5Jq5#27,French_Defense French_Defense_Wing_Gambit
0C2a5,r1bq2kr/1pp3p1/1pnp4/7p/3PnB2/1QP5/PP4PP/RN3RK1 b - - 1 13,g8f8 f4d6 f8e8 b3f7,1897,76,85,354,discoveredCheck doubleCheck mate mateIn2 middlegame short,https://lichess.org/cnaWpk5T/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
0CFSa,r1q1r1k1/ppp3p1/5p1p/3RR3/2Q3P1/1PP4P/1PP5/6K1 b - - 0 21,e8e5 d5d8 g8h7 c4g8 h7g6 d8c8 a8c8 g8c8,2230,77,91,632,crushing discoveredCheck doubleCheck endgame veryLong,https://lichess.org/5kPYYa5G/black#42,
0Ca27,5r2/pp3pkp/4qNp1/3p4/3Q4/rP5P/6P1/5R1K b - - 2 30,a3b3 f6e8 g7g8 d4g7,2118,80,83,177,discoveredCheck doubleCheck endgame mate mateIn2 short,https://lichess.org/qxMBTTl8/black#60,
0DvUw,5n2/p5k1/1p3b2/5QP1/1PP4q/8/P1Br1P1P/6RK b - - 0 34,d2f2 g5f6 g7h8 f5e5,2287,80,89,125,crushing defensiveMove discoveredCheck doubleCheck master middlegame short,https://lichess.org/w5Gst4Nh/black#68,
0EEvi,3R4/p5pk/1p6/2p1rq2/5b2/1PPQ4/1P3pP1/3R2K1 w - - 0 35,g1f2 f4e3 f2g3 e5e4 d1h1 h7g6,2576,87,89,116,advantage defensiveMove discoveredCheck doubleCheck endgame long quietMove,https://lichess.org/4MfCtCNw#69,
0GbDM,r6r/1pp1qkpp/5n2/3P1b2/pbPN4/NK1n1P2/PP4PP/R1BQ1B1R w - - 0 15,b3c2 d3e1,1990,84,88,610,discoveredCheck doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/WH3GRzPm#29,Scandinavian_Defense Scandinavian_Defense_Portuguese_Gambit
0H8LG,2k1r3/ppp2ppp/b7/3p4/P2P1b2/1BN1rP2/1PPK2PP/R2R4 w - - 4 21,c3d5 e3d3,2026,81,93,10464,discoveredCheck doubleCheck mate mateIn1 middlegame oneMove operaMate pillsburysMate,https://lichess.org/pW6rLvpM#41,
0HCs0,2k3r1/1p1q3p/p1n1p3/3p4/1P2n1r1/2PP1Np1/P3QP1P/RNB2RK1 w - - 0 21,d3e4 g3h2 g1h1 d7g7 f3g5 g4g5,2228,98,90,994,advancedPawn crushing discoveredCheck doubleCheck long middlegame,https://lichess.org/9NOJ9Xz8#41,
0J2Pe,8/6pk/1R2p2p/3q4/5Q2/4PnPP/5P1K/8 w - - 7 42,h2g2 f3h4 g2f1 d5d1,1989,135,27,28,discoveredCheck doubleCheck endgame mate mateIn2 short,https://lichess.org/nduIhktj#83,
0KGxW,rn3b1r/pp2k1p1/q1p2n1p/4N3/2BP1BP1/2P5/PP2QP1P/R3K2b b Q - 2 16,b7b5 e5c6 e7d7 e2e6,2090,77,88,196,discoveredCheck doubleCheck mate mateIn2 middlegame short,https://lichess.org/IBsu3clj/black#32,Caro-Kann_Defense Caro-Kann_Defense_Main_Line
0KQZa,5rk1/p1p1p1b1/3p1pp1/2n5/6q1/1PN1Pn2/PBPPKP2/R2Q3R w - - 8 18,d1f1 f3d4 e2e1 d4c2,1897,73,94,11682,discoveredCheck doubleCheck mate mateIn2 middlegame short,https://lichess.org/1kQG7IBU#35,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Other_variations
0L3Oo,r6k/1b3Qp1/p2p4/8/1p1pn3/1P5q/PP4PP/5R1K w - - 2 32,g2h3 e4f2 h1g1 f2h3,2058,78,84,196,discoveredCheck doubleCheck endgame mate mateIn2 short,https://lichess.org/KtjOtB2h#63,
0Lv73,4r3/4qpk1/p2p1n1p/1ppP2P1/2P1r3/6QP/1P1BN1K1/3bR1N1 b - - 0 29,d1e2 g5h6 g7h8 g3g7,1922,76,96,2917,discoveredCheck doubleCheck mate mateIn2 middlegame short,https://lichess.org/WPkO7UvH/black#58,
0NXJ6,r2q1rk1/p4p1p/b4Np1/P4P2/2p1P3/2Qn3P/3R2P1/R5K1 b - - 1 29,g8g7 f6e8 g7h6 c3g7,1918,118,42,15,crushing discoveredCheck doubleCheck middlegame short,https://lichess.org/FI97KuBw/black#58,
0OY8g,6rk/pp3p1p/2p2P1Q/2PpB1p1/3Pr3/7K/PP4PP/8 w - - 0 30,h3g3 e4h4 h6h4 g5h4,1832,74,87,182,crushing discoveredCheck doubleCheck endgame short trappedPiece,https://lichess.org/pQLKhqJT#59,
0Ql05,r3k2r/ppp2pp1/3p2b1/2bPp3/3n2P1/3P2q1/PPP2PB1/R1BQR1K1 w kq - 0 15,f2g3 d4e2 g1f1 e2g3,1991,76,94,2270,discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ohBif2MS#29,Vienna_Game Vienna_Game_Anderssen_Defense
0SGKX,8/1N2k3/p2b2p1/3pn3/6P1/3p3P/P1Q4K/8 w - - 0 34,c2d1 e5g4 h2g1 d6h2 g1f1 g4e3,1972,76,87,77,advantage discoveredCheck doubleCheck endgame long,https://lichess.org/PfiYoxbs#67,
0SJS4,1b6/pb2kp2/1p2pNp1/4P1Q1/2q2P2/2N3K1/PP5r/R7 b - - 11 37,h2b2 f6d5 e7d7 g5e7 d7c6 e7e8,1909,78,93,1027,crushing discoveredCheck doubleCheck long middlegame,https://lichess.org/oiIfLzrx/black#74,
0TQxz,1r5k/4b1pp/8/p1p1N3/4B3/1r1P2PP/qB1R4/1RK5 b - - 0 31,g7g6 e5g6 h8g8 e4d5,2150,75,94,12209,discoveredCheck doubleCheck mate mateIn2 middlegame short,https://lichess.org/vBph2hC5/black#62,
01Bmi,rn1qk2r/ppp2ppp/5b2/3P4/4P3/5b1P/PPP1QPP1/RN2KB1R w KQkq - 0 10,e2f3 f6b2 f3b3 b2a1,1051,80,91,864,advantage middlegame short trappedPiece,https://lichess.org/cUrVP72f#19,Elephant_Gambit Elephant_Gambit_Paulsen_Countergambit
01Lo7,r2qb2r/6k1/p2p1p2/1ppN1Pp1/4P1Q1/2PP3P/P5P1/3R1RK1 w - - 6 29,g2g3 e8h5 g4h5 h8h5,1155,82,91,565,crushing middlegame short trappedPiece,https://lichess.org/jwV6XI0r#57,
01xk5,r3k2r/pp1n1pp1/4p3/3pPnPp/2pP1Q1P/2B2N2/qPPK1P2/3R3R b kq - 5 19,g7g6 d1a1 a2a1 h1a1,1068,85,91,2973,advantage middlegame short trappedPiece,https://lichess.org/yHqZWJsM/black#38,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
02utb,8/3b2r1/k6p/p4p2/4pr2/P5R1/1R3P1N/7K b - - 3 39,g7g3 f2g3 f4f3 h2f3,1146,76,96,3549,advantage endgame short trappedPiece,https://lichess.org/bxHS9TZU/black#78,
06Eew,6k1/1p4r1/p1p2P1p/3pr1qP/1P3RP1/P3p2Q/8/5R1K b - - 0 37,g7f7 f4f5 e3e2 f5g5,963,83,87,1660,advantage endgame short trappedPiece,https://lichess.org/T9QEN6nV/black#74,
07HMI,8/7p/p1k2p2/1p2pP2/1P2P2P/2nNK3/8/8 b - - 3 45,c3d1 e3d2 d1e3 d2e3,1146,101,75,57,crushing defensiveMove endgame knightEndgame short trappedPiece,https://lichess.org/zSauv0wF/black#90,
08V6a,1r4k1/p5p1/2p1R2p/2PpQ3/2nP4/B3PP1P/P5PK/4q3 w - - 9 34,e6e8 b8e8 e5e8 g8h7 a3c1 e1c1,1184,78,88,351,advantage endgame long trappedPiece,https://lichess.org/ynJ0RxYs#67,
0A4iH,8/7k/1p4p1/p1p2p1p/P7/1P1r1P1P/4K1P1/1R6 b - - 1 42,d3c3 e2d2 c3f3 g2f3,1174,80,91,2869,crushing endgame rookEndgame short trappedPiece,https://lichess.org/OA53Om9g/black#84,
0ATQt,r1b1k2r/pppq1pbp/2n3p1/3pPpB1/3P4/1N3N2/PPP2PPP/R2Q1RK1 b kq - 5 10,h7h6 b3c5 h6g5 c5d7,1177,103,88,41,advantage middlegame short trappedPiece,https://lichess.org/6BupeUyP/black#20,Modern_Defense Modern_Defense_Other_variations
0Aoti,r3kb1r/p4p2/2n5/2p1pQ1p/3pP2q/3P3P/PPPB1P1P/R3K2R b KQkq - 0 16,f8g7 d2g5 c6e7 g5h4 e7f5 e4f5,1186,75,91,11261,advantage long middlegame trappedPiece,https://lichess.org/m3yE1glL/black#32,Sicilian_Defense Sicilian_Defense_Other_variations
0Aqq3,6k1/6p1/p1pK4/P6P/1n6/8/2p5/2N5 b - - 3 55,c6c5 d6c5 g8h7 c5b4,1073,84,90,454,crushing endgame knightEndgame master short trappedPiece,https://lichess.org/tftFOzxT/black#110,
0Gh3w,8/4nN2/1p2k2p/pP1p1p2/P2P1P1P/3KP3/8/8 w - - 1 48,f7h6 e6f6 h4h5 f6g7 h6f5 e7f5,1175,168,27,11,crushing endgame knightEndgame long trappedPiece,https://lichess.org/PKqg6JBY#95,
0Ha68,r3r1k1/1p4pp/p7/8/6p1/P3p3/1PP2NPP/1K3B1R w - - 0 24,f2g4 e3e2 f1e2 e8e2,1056,81,95,3000,advancedPawn crushing endgame short trappedPiece,https://lichess.org/0HzL0wBq#47,
0HwGS,r3k1nr/p2b1ppp/2p4q/3pb3/4P3/P4B2/1PPBNKP1/R2Q1R2 b kq - 0 19,h6h2 f1h1 h2h1 d1h1,1055,82,91,1936,advantage middlegame short trappedPiece,https://lichess.org/Msd5Y9LP/black#38,Queens_Pawn_Game Queens_Pawn_Game_Krause_Variation
0I7E9,5r2/8/4p1pk/7p/5P1R/4P1KP/6P1/8 w - - 0 40,g3f3 g6g5 h4h5 h6h5,1187,98,78,36,crushing endgame rookEndgame short trappedPiece,https://lichess.org/DLxh2B0w#79,
0I7Ls,r7/p2p2bQ/5kp1/qp1bn3/4P3/1B6/PP3PPP/R4RK1 w - - 0 22,b3d5 a8h8 h7h8 g7h8,1031,101,84,47,advantage middlegame short trappedPiece,https://lichess.org/5g3jNIkg#43,
0IfsA,8/7p/6pk/8/2b1p2B/4P1PP/5P2/6K1 w - - 0 39,g1g2 g6g5 g3g4 g5h4,1021,77,100,570,bishopEndgame crushing endgame short trappedPiece,https://lichess.org/a6odq5Ze#77,
0MWFn,r1b2rk1/p1p2pbq/1p4p1/4p3/6P1/4PB2/PPPN4/R2Q1KR1 b - - 1 18,a8b8 g1h1 h7h1 f3h1,1184,77,94,670,advantage middlegame short trappedPiece,https://lichess.org/8dgQ0VeL/black#36,East_Indian_Defense East_Indian_Defense_Other_variations
0Mma2,r4rk1/6pn/1p1p3p/pPpPp2R/Pn2PqP1/1Q3P2/1P1R4/2KB1N2 b - - 1 24,h7f6 h5f5 f6d7 f5f4,1196,76,88,805,advantage middlegame short trappedPiece,https://lichess.org/miZI6mPF/black#48,
0OrlL,6k1/3br1p1/2p1p1Q1/1pP1P3/pP2P1P1/P7/4K3/8 w - - 1 46,g4g5 d7e8 g6e8 e7e8,1112,77,76,566,crushing endgame short trappedPiece,https://lichess.org/C9HfQW3I#91,
0PuMJ,6b1/6B1/6P1/3pKP2/2p3kp/2P5/8/8 b - - 0 66,h4h3 f5f6 h3h2 f6f7 g8f7 g6f7,976,83,86,364,advancedPawn bishopEndgame crushing endgame long trappedPiece,https://lichess.org/Yy8KkCRu/black#132,
0RrFz,r4rk1/ppp2ppp/2nbp3/6B1/6qN/2PP1P2/P1PQ2PP/R4RK1 b - - 0 14,g4h5 g2g4 h5g5 d2g5,1159,84,91,879,crushing middlegame short trappedPiece,https://lichess.org/gOhXxmzi/black#28,Alekhine_Defense Alekhine_Defense_Maroczy_Variation
0T1h6,1b6/4k1p1/1PP1p3/3p1p2/3P3p/4KP1B/5P2/8 b - - 1 35,e7d6 c6c7 b8c7 b6c7,976,83,97,303,advancedPawn advantage bishopEndgame endgame short trappedPiece,https://lichess.org/Vll5Fv0X/black#70,
0T1lv,8/2p1k2n/7P/5K2/8/pB6/8/8 b - - 4 46,e7f8 f5g6 f8e7 g6h7 a3a2 b3a2,861,82,90,517,crushing endgame long trappedPiece,https://lichess.org/UDxKMPNj/black#92,
0UCl4,8/6b1/7P/p2k2P1/1p6/1P1K4/P7/8 b - - 0 47,g7h8 g5g6 d5e6 g6g7 h8g7 h6g7,1092,83,91,150,advancedPawn bishopEndgame crushing endgame long trappedPiece,https://lichess.org/A0Y8tk93/black#94,
0Ww7Y,2kr1b2/pp2p1pr/2p1pnNp/3pB3/3P1K1P/2Q2P2/PqP5/RN6 b - - 1 22,b2c1 b1d2 c1a1 c3a1,1148,188,0,9,advantage defensiveMove middlegame short trappedPiece,https://lichess.org/2UoL2aCq/black#44,
0XUWV,r4rk1/pp2nppp/2p1p3/Q2pP3/1PbP1N1P/6P1/P4P2/2R1R1K1 w - - 1 22,a2a4 b7b6 c1c4 b6a5,963,88,93,534,advantage middlegame short trappedPiece,https://lichess.org/Eus42guF#43,
0YH4K,8/N1k5/3p4/1p1Pp3/2n1P1p1/2P3P1/2K5/8 w - - 8 52,a7b5 c7b6 b5a3 c4a3,832,107,76,39,crushing defensiveMove endgame knightEndgame short trappedPiece,https://lichess.org/E1BPDu7J#103,
0ZMjS,4k3/1p6/pPP5/3K2p1/4P3/6bP/P7/8 b - - 0 64,g3b8 c6c7 b8c7 b6c7,905,93,85,552,advancedPawn bishopEndgame crushing endgame master short trappedPiece,https://lichess.org/gXKyjhAt/black#128,
0ZNxU,r5k1/ppp1Qpq1/3p2p1/8/4P3/3P1b2/PPP2P2/R3KB1R w KQ - 0 20,h1g1 g7b2 e1d2 b2a1,1084,83,93,1185,advantage middlegame short trappedPiece,https://lichess.org/TfRDkeag#39,
0ZfJI,r4rk1/p3pp2/q2p1bpp/8/2NP4/1P4PP/P4P2/2RQ1RK1 b - - 0 18,a6a2 c1a1 a2a1 d1a1,1189,97,80,56,crushing middlegame short trappedPiece,https://lichess.org/xTa7Dh6c/black#36,Indian_Defense Indian_Defense_Spielmann-Indian
0Zuz6,3r1rk1/pp2ppbp/2p1b1p1/4n3/2P1PP2/8/PP1NB1PP/R1B2RK1 b - - 0 14,e5d7 f4f5 g7d4 g1h1 d7c5 f5e6,1157,85,92,2182,advantage long middlegame trappedPiece,https://lichess.org/4moBwli5/black#28,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
0ZwiT,1n1q4/1pp2Q2/r4bpk/p2PP2p/1P5P/P3P3/6P1/3RK2R w K - 0 30,e5f6 a6f6 f7f6 d8f6,1067,78,95,7068,advantage endgame short trappedPiece,https://lichess.org/EEdbjygq#59,
009FP,r1b1k1nr/ppp2pbp/3ppqp1/8/2BnP3/N2P2QP/PPP2PP1/R1B1K2R b KQkq - 4 9,e6e5 c1g5 f6g5 g3g5,1354,76,97,2047,advantage opening short trappedPiece,https://lichess.org/2ndCtdd9/black#18,Pirc_Defense Pirc_Defense_Other_variations
00AhO,r1b2rk1/2q2p1p/1p2pbp1/pP6/2P1Q3/P2B1N2/5PPP/3R1RK1 w - - 0 20,e4a8 c8b7 a8a7 f8a8 a7a8 b7a8,1281,82,92,2530,advantage clearance long master middlegame trappedPiece,https://lichess.org/9PjjgfVE#39,
00BM8,r4rk1/pp2bppp/2ppnn2/8/N1P1P3/q1P4P/P2N2PB/R2Q1R1K b - - 0 16,a8d8 d2b1 a3a4 d1a4,1512,76,93,7382,advantage master middlegame short trappedPiece,https://lichess.org/IBbaWSo7/black#32,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
00DdW,5rk1/4bppp/4b3/1p1pPpPP/2pP4/2P5/rqNQKP2/2RRN3 b - - 5 23,e7a3 c1b1 b2b3 b1b3,1693,75,87,778,advantage middlegame short trappedPiece,https://lichess.org/bT7kcwFH/black#46,
00YeV,r2qr1k1/ppp2ppp/2nbp3/5b2/3P4/2P1BN2/P1PQBPPP/3R1RK1 b - - 7 11,d8f6 e3g5 f6g6 f3h4 h7h6 h4g6,1394,76,80,168,crushing long middlegame trappedPiece,https://lichess.org/wqxB0iyn/black#22,Scandinavian_Defense Scandinavian_Defense_Marshall_Variation
00ZWf,r1b2bnr/ppQp3p/2n2q1k/6pP/2B1P3/3P4/PPP2PP1/RNB1K2R w KQ - 1 11,c2c3 f8d6 c7d6 f6d6,1537,75,96,15137,crushing middlegame short trappedPiece,https://lichess.org/bFAkQOCQ#21,Kings_Pawn_Game Kings_Pawn_Game_Damiano_Defense
01HgH,r3k2r/pppqbppp/2n1b3/3p2PQ/1P1Pp2P/2P1P3/P4PB1/RNB1K1NR w KQkq - 1 11,a2a4 e6g4 g2h3 g4h5 h3d7 e8d7,1531,75,87,316,advantage long middlegame trappedPiece,https://lichess.org/yEhL5ybm#21,Grob_Opening Grob_Opening_Other_variations
01V4g,3r1rk1/p2nppbp/2p2np1/qpPp4/N2P1B2/PP1BP2P/5PP1/R2Q1RK1 b - - 0 15,b5a4 b3b4 a5b5 d3b5,1224,79,92,428,advantage middlegame short trappedPiece,https://lichess.org/ezL0g2ue/black#30,Queens_Pawn_Game Queens_Pawn_Game_London_System
01ctt,8/ppp1kpp1/3b3p/3pn2b/3P1B2/2P4P/PPBN1PP1/5K2 b - - 0 23,e5g6 f4d6 e7d6 g2g4 g6f4 g4h5,1571,75,97,11036,crushing endgame long trappedPiece,https://lichess.org/PpkgBgMQ/black#46,
01gjE,1Q2n1kr/r4ppp/q7/bbB5/4p3/2P1P3/P3NPPP/RN2K2R w KQ - 8 21,c5a7 a5c7 b8a8 b5c6 a8c6 a6c6,1683,187,100,25,equality long middlegame trappedPiece,https://lichess.org/VupKq5vL#41,
01iqw,r3kb1r/1p3pp1/p1p1b3/4p1Bp/4P3/2NQ1PP1/PPP2qBP/R6K b kq - 1 16,f7f6 g5e3 e6c4 e3f2 c4d3 c2d3,1743,77,93,6721,advantage long middlegame trappedPiece,https://lichess.org/4rnErNBz/black#32,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
01q0R,r3k2r/pp1n1pp1/4p1p1/2ppP3/3Pq3/1P3N1P/P1P2KP1/R1Q4R b kq - 3 18,c5d4 h1e1 e4f5 g2g4 f5f3 f2f3,1546,132,33,17,advantage long middlegame trappedPiece,https://lichess.org/kPHFbMCc/black#36,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
01rBE,r1bqr3/ppppk1pp/1b3n2/nP2p1NP/4P3/2PP4/P4PP1/RNBQK2R b KQ - 0 11,d7d5 c1a3 e7d7 g5f7 d8e7 a3e7,1674,76,93,2698,advantage long middlegame trappedPiece,https://lichess.org/evdwQ8hm/black#22,Italian_Game Italian_Game_Two_Knights_Defense
01sqg,4rr1k/pp4pp/2p1Bn2/2b1pP1q/8/2NP1R2/PPPB2QP/4K3 b - - 6 20,f6d5 f3h3 c5f2 e1f2 h5h3 g2h3,1612,76,94,1850,crushing long master middlegame trappedPiece,https://lichess.org/6y7s342f/black#40,
01zU8,6k1/3bnppp/p4n2/1pp5/8/1BNP1N2/PPP2PPP/6K1 w - - 0 19,c3e4 f6e4 d3e4 c5c4 b3c4 b5c4,1275,84,91,2229,advantage endgame long trappedPiece,https://lichess.org/O9lWuwI8#37,
026Br,3r2k1/p3pp1p/2Q3pb/q2rP3/N4P2/P5P1/7P/2R2R1K b - - 0 24,d5d2 c1c5 d2d1 c5a5,1733,74,94,1402,crushing master middlegame short trappedPiece,https://lichess.org/5nmXyKwm/black#48,
